	blik_DIM/noun	Albanees/noun	been/noun	langzaam/adj	immers/adv	word/verb	miniem/adj	mag/verb	inmiddels/adv	hamer/noun	dan/adv	kersvers/adj	bestuur_kamer/noun	hoofd/noun	omhoog/adv	ogenblik/noun	regering/noun	kerst_pakket/noun	enkel/adv	honderd/adj	hoog/adj	weg/noun	poot/noun	mogelijkheid/noun	gouden/adj	gebruik/noun	accijns/noun	loon_belasting/noun	ingevoerd/adj	teatraal/adj	nergens/adv	hand/noun	ministerie/noun	ook/adv	sanctie/noun	vermaan/adj	vlees/noun	product/noun	tegelijk/adj	handpalm/noun	belasting/noun	staal/noun	nieuw/adj	vriendschap/noun	premie/noun	smaak/noun	frank/noun	ga/verb	echter/adv	stad/noun	rekening/noun	gewicht/noun	soort/noun	nu/adv	zal/verb	arm/adj	glas/noun	rekeningrijden/noun	kop_positie/noun	ontbreek/adj	meest/adj	verlaag/verb	land/noun	Europees/adj	daarna/adv	koers_winst/noun	stijg/verb	euro/noun	voortaan/adv	zenuwachtig/adj	entree/noun	extra/adj	vinger_DIM/noun	deelstaat/noun	vlucht/noun	vermogen/noun	afkomstig/adj	teelt/noun	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	omroepbijdrage/noun	vrijwel/adv	feestganger/noun	kan/verb	voorwaarde/noun	tel/noun	moet/verb	toegang/noun	boer_DIM/noun	overlast/noun	rente/noun	voorheffing/noun	bovendien/adv	heer/noun	parkeer_plaats/noun	voortreffelijk/adj	binnenlands/adj	verzekerd/adj	tarief/noun	stuk_DIM/noun	particulier/noun	ere_burger/noun	toch/adv	fiets_rek/noun	zondag_middag/noun	hal/noun	hand/adv	roerend/adj	Vlaams/adj	netjes/adj	stroom/noun	lidstaat/noun	procent/noun	onroerend_zaak_belasting/noun	verschil/adj	financieel/adj	beeld_DIM/noun	vinger/noun	te/adv	overschrijding/noun	even/adv	eerst/adj	flink/adj	lokaal/adj	pensioen_premie/noun	provincie/noun	glas_DIM/noun	gewoon/adj	her_stelling_werk/noun	waarschuw/verb	overgekomen/adj	wil/verb	dankbaar/adj	groen/adj	inkomst_belasting/noun	promotie/noun	toeslag/noun	gehuld/adj	statie_geld/noun	meen/verb	meer/adj	1930/noun	staat/noun	arm/noun	toegang_prijs/noun	schoen/noun	troon/noun	successie_recht/noun	hak/noun	hemel/noun	even/adj	invoer_recht/noun	keer/noun	landelijk/adj	overheid/noun	schouder/noun	toekomst/noun	triomfantelijk/adj	tol/noun	procent/adj	fiscus/noun	dringend/adj	alleenstaand/adj	Brits/adj	administratie/noun	aanvankelijk/adj	behaal/verb	taksen/noun	sigaret/noun	Amerikaans/adj	overweeg/verb	borst/noun	hoopvol/adj	kerosine/noun	tentoonstelling/noun	zwaar/adj	zelf/adv	gemeente/noun	eventueel/adj	toelage/noun	steenkool/noun	Londens/adj	box/noun	en/noun	grif/adj	liter/noun	prinses/noun	dwingend/adj	pub/noun	vorm/noun	sport_wereld/noun	kijk-/noun	college_geld/noun	het/adj	huize/noun	fles_DIM/noun	luistergeld/noun	taks/noun	verondersteld/adj	afkomst/noun	spaar_geld/noun
glas_DIM/noun	0.48409402	0.9280602	0.80006677	0.73254216	0.881079	0.837067	0.91965175	0.7218224	0.8829644	0.7234189	0.7959585	0.96315175	0.68309915	0.83946776	0.84236246	0.9686638	0.9903458	0.85603	0.8040884	0.972365	0.8922645	0.8506984	0.9409447	0.8978419	0.89758587	0.8455268	0.8804408	0.93128765	0.9041014	0.9229939	0.9347228	0.61459523	0.9883177	0.8569761	0.95516497	0.911719	0.6613921	0.8752643	0.86886805	0.8329357	0.94342726	0.8664451	0.96674657	0.9449805	0.95538443	0.6136452	0.7783837	0.840291	0.8847417	0.96932787	0.95255333	0.83790785	0.9034891	0.9174232	0.90734816	0.9813441	0.4375283	0.98185277	0.8881129	0.89765775	0.8790222	0.92471904	0.9703797	0.9115814	0.63782763	0.9763083	0.941311	0.8309501	0.8786182	0.8087526	0.9280689	0.8994716	0.95525795	0.9973159	0.8889018	0.9582609	0.8195648	0.8898443	0.9834449	0.90971303	0.6897708	0.98231083	0.95188034	0.61358917	0.82355934	0.9422337	0.9362436	0.91841066	0.815462	0.8634435	0.8403318	0.98265404	0.9872828	0.9116421	0.93271184	0.8429944	0.744717	0.95912594	0.9619014	0.950141	0.66212857	0.9221048	0.98172694	0.7961491	0.9659506	0.773412	0.7598001	0.96113735	0.8922591	0.9940556	0.67714095	0.91083777	0.97154516	0.9858011	0.9858929	0.90475196	0.97256	0.6202555	0.8313972	0.71842206	0.9274395	0.80815774	0.958423	0.80009174	0.9236456	0.9522129	0.9911604	0.0	0.6296488	0.9658845	0.77420276	0.99020076	0.93574566	0.7125443	0.8136815	0.9727185	0.94212055	0.9393833	0.87535226	0.7259719	0.93002146	0.8816962	0.9401801	0.9672735	0.8947116	0.70285046	0.85476	0.9409158	0.97583896	0.85408056	0.785717	0.6423858	0.9316235	0.954943	0.99443084	0.9543729	0.90798306	0.9710154	0.7230368	0.861438	0.9419169	0.9668085	0.8652821	0.9875853	0.94730884	0.9908256	0.90833104	0.97749627	0.89462066	0.66460335	0.98556525	0.89933926	0.88060987	0.79615366	0.8961265	0.86030245	0.9091616	0.877565	0.96705323	0.8697945	0.9476535	0.911858	0.92478865	0.95328987	0.9945181	0.76220727	0.76468736	0.8114016	0.84700274	0.8956285	0.8869688	0.9866111	0.9837093	0.9142528	0.9751678	0.9081103	0.49052083	0.9833812	0.8813279	0.9153194	0.94959563	0.9639478
gewoon/adj	0.5737932	0.82166135	0.8549509	0.7584007	0.720711	0.6822644	0.88330513	0.5690447	0.89819217	0.84891057	0.60512453	0.9833352	0.8501455	0.9244317	0.72720385	0.9405612	0.8968651	0.6994574	0.72602284	0.9045447	0.7348794	0.8330466	0.9185233	0.77391875	0.8610983	0.75200015	0.84389687	0.7338809	0.74115884	0.9003161	0.7828493	0.7463283	0.88148767	0.6912572	0.9149243	0.9109745	0.65844285	0.7289015	0.8091784	0.8410764	0.6655719	0.7705512	0.8172263	0.89961743	0.7122208	0.6732232	0.79256845	0.66870403	0.7730889	0.9189283	0.6088522	0.8596476	0.6333306	0.6532558	0.71213555	0.730873	0.61884594	0.8984182	0.9153828	0.86670876	0.80187464	0.72204566	0.8486403	0.83230484	0.691395	0.86370116	0.77904075	0.7518604	0.5906278	0.81405103	0.93173033	0.7417949	0.9387016	0.880583	0.9238011	0.782599	0.5891571	0.7354912	0.9010613	0.8544302	0.8632697	0.88751036	0.74534506	0.73202914	0.66866994	0.77983075	0.8595578	0.6847315	0.8917391	0.65900385	0.8619561	0.7328497	0.7577962	0.6397417	0.9310199	0.88316965	0.8398323	0.8328869	0.7593148	0.76657784	0.5905525	0.6629219	0.92391074	0.6310799	0.9261281	0.8740156	0.8705207	0.9615218	0.7880808	0.9233092	0.57911634	0.74042726	0.7925359	0.7925395	0.7431022	0.83893484	0.79933274	0.8752542	0.88896793	0.67298454	0.8285374	0.7957573	0.8323086	0.7025511	0.84558046	0.8291483	0.9082131	0.6296488	0.0	0.9655128	0.8883794	0.9923229	0.71682155	0.8686508	0.6467117	0.76939595	0.91573524	0.83384305	0.88805926	0.69583213	0.8225522	0.7222308	0.99096644	0.7826722	0.9032716	0.9139586	0.78318805	0.9375081	0.8580073	0.8496626	0.9445977	0.6854824	0.81540984	0.83527124	0.8216368	0.7652437	0.9505011	0.8535918	0.84361404	0.91249955	0.651548	0.7083569	0.8940569	0.7942392	0.9338678	0.82252574	0.863608	0.89927715	0.8072761	0.649467	0.97192454	0.7171664	0.9019188	0.89829373	0.8759642	0.96443766	0.8634161	0.66703326	0.8489927	0.7313212	0.9101775	0.7721556	0.9900845	0.7212789	0.936482	0.89603037	0.8309945	0.9519691	0.8643127	0.9120473	0.7101797	0.9863876	0.8681976	0.78081375	0.8668667	0.8800108	0.60885143	0.881594	0.7177279	0.92492884	0.9649441	0.7998474
her_stelling_werk/noun	0.9832485	0.9605424	0.989637	0.9648031	0.84562135	0.6977627	0.9577	0.9313415	0.96832067	0.93820673	0.8485606	0.99319756	0.82633317	0.9999722	0.88178194	0.8171392	0.8540074	0.9610877	0.73098916	0.9710167	0.9732025	0.8014959	0.94032943	0.8919085	1.0	0.9154671	0.9231241	0.9532993	0.9799491	0.9377775	0.96274483	0.98166764	0.94497776	0.8752894	0.89656276	0.9425677	0.9725119	0.9502138	0.78550583	0.95845526	0.9118063	0.96991724	0.840162	0.98699677	0.8862195	0.9389686	0.7813616	0.92010534	0.8914235	0.8423599	0.85153574	0.97337866	0.92832446	0.84460515	0.79299974	0.9618867	0.98112833	0.90104663	0.9829912	0.91513276	0.8499021	0.9372166	0.92203283	0.92731386	0.90511686	0.9036471	0.92574614	0.8097856	0.8453332	0.9453621	0.92369777	0.82858264	0.9819497	0.93298596	0.94965506	0.92264354	0.9647269	0.9131753	0.9585306	0.9862219	0.98159146	0.9365344	0.9591	0.8275163	0.8076228	0.8608471	0.9092653	0.6061337	0.82248205	0.9865991	0.89739496	0.9541077	0.9004589	0.89145327	0.99094164	0.89230865	0.9702271	0.97746503	0.95879304	0.92478645	0.9717894	0.90378344	0.92897546	0.93992	0.9026588	0.9908985	0.980783	0.9913517	0.95898914	0.8366199	0.97627664	0.97028416	0.8919909	0.9660225	0.9324357	0.81609863	0.84077895	0.932954	0.9742841	0.97847086	0.87539005	0.98565406	0.9926686	0.9613608	0.83445466	0.92649174	0.84008914	0.9658845	0.9655128	0.0	0.8405006	0.9707897	0.7958533	0.9383119	0.9586847	0.9594074	0.877212	0.8793583	0.9550048	0.9377915	0.84758455	0.7508556	0.6586317	0.88698727	1.0	0.80978405	0.98771805	0.8411355	0.9128451	0.98668253	0.97063106	0.9739507	0.90967834	0.9302856	0.9029502	0.7622863	0.9560785	0.9237442	0.99926615	0.9506757	0.98123056	0.94401044	0.4093752	0.91115016	0.94208807	0.8975753	0.83595717	0.9626923	0.8519753	0.93227345	0.94409126	0.8510709	0.99589217	0.928884	0.95757234	0.94472003	0.97264236	0.93777966	0.79181397	0.8751771	0.76049775	0.9524715	0.9778059	0.96174455	0.92439276	0.93811744	0.89416146	0.9864387	0.6971227	0.91385525	0.956864	0.78832525	0.9166397	0.89907324	0.9719366	0.98431885	0.95435315	0.9115392	0.78422	0.9629381	0.92592525	0.90033805
waarschuw/verb	0.87539417	0.8976891	0.8793138	0.83062875	0.77854156	0.78307146	0.8651881	0.8343238	0.7616899	0.9756085	0.81812966	0.92652184	0.9033515	0.93349737	0.83036524	0.90696055	0.6400564	0.9458286	0.8301792	0.772066	0.8220981	0.8269913	0.78996944	0.68794405	0.9172985	0.8396467	0.752473	0.9047969	0.74795616	0.88093704	0.8177718	0.8493223	0.6743108	0.76800716	0.6301174	0.7592639	0.8484143	0.7805798	0.8059514	0.89295757	0.79692376	0.8615311	0.7268234	0.98099065	0.8968757	0.8768597	0.9280984	0.91350627	0.66011727	0.86501557	0.7316011	0.8652059	0.9028441	0.7948362	0.7347241	0.86230224	0.8267814	0.90031135	0.9508184	0.88047093	0.74153733	0.84620893	0.8060018	0.70343816	0.84484327	0.93973243	0.85977924	0.91557735	0.78202236	0.92211664	0.9542664	0.83246243	0.67532814	0.7764802	0.7845649	0.9126202	0.8146275	0.808185	0.9718543	0.9838544	0.92495406	0.88154364	0.81962556	0.91724217	0.6859603	0.66309917	0.9622484	0.7620997	0.844406	0.9560276	0.706323	0.88810956	0.93896925	0.8126404	0.9259505	0.8416322	0.87741137	0.7506018	0.9398965	0.82680047	0.9427263	0.8957301	0.95450383	0.81909513	0.89160687	0.958843	0.961419	0.98197645	0.9367126	0.7650457	0.83073896	0.86257297	0.6560715	0.94198024	0.910814	0.7249724	0.73941636	0.9733315	0.7862731	0.739974	0.7920794	0.87329906	0.96230483	0.836475	0.8112079	0.90377474	0.8120055	0.77420276	0.8883794	0.8405006	0.0	0.97448355	0.6821871	0.85379785	0.8412273	0.92196167	0.79842347	0.87277657	0.9760677	0.9369213	0.5580133	0.8069366	0.91768986	0.7430234	0.91790164	0.9769236	0.95586336	0.9082729	0.96513003	0.85671866	0.81094176	0.8240874	0.8072532	0.8851849	0.8250828	0.6303831	0.9246435	0.91530937	0.9223322	0.75248504	0.8190868	0.93590856	0.7083727	0.94826967	0.65134025	0.86098045	0.8129773	0.90108407	0.76817477	0.8406973	0.59833145	0.690768	0.9191889	0.69163936	0.8792121	0.86790586	0.7965598	0.798266	0.7756509	0.7558542	0.8828378	0.9338188	0.94842774	0.9728048	0.97420657	0.91858864	0.93569374	0.87781906	0.7540301	0.81805265	0.8240827	0.70564634	0.97218627	0.8826152	0.9737024	0.9948196	0.8712531	0.95846933	0.81536573	0.91276604	0.88387924	0.9205072
overgekomen/adj	0.9912003	0.9733806	0.92862517	0.9805066	0.9589019	0.9680433	0.9642719	0.9691957	0.65585953	0.9289006	0.9668466	0.649451	0.9774144	0.92970824	0.95823777	0.95175546	0.911747	0.9747704	0.95296836	0.98479277	0.99168694	0.9769583	0.96386564	0.99215996	0.995694	0.98748875	0.98621356	0.9891157	0.99685806	0.95142263	0.948874	0.96567816	0.9499294	0.88589203	0.98816156	0.9658343	0.9618985	0.98545367	0.976573	0.94226676	0.99129796	0.98958087	0.8364113	0.9976111	0.98789454	0.9862126	0.99917644	0.9866994	0.8724277	0.9711027	0.98617214	0.98721826	0.99842876	0.9693518	0.9430103	0.9612332	0.9863441	0.977125	0.85100806	0.97167397	0.9826443	0.99286336	0.9809021	0.9252255	0.9771371	0.9663818	0.98339605	0.99886405	0.96747535	0.9646511	0.9418189	0.9971856	0.97983426	0.9893303	0.98783267	0.99004376	0.9755424	0.96591437	0.82569903	0.9591137	0.9987047	0.995427	0.99378216	0.981336	0.9664847	0.96517545	0.9900824	0.98814434	0.9821277	0.98192286	0.98292243	0.9724724	0.9872516	0.8392034	0.98727167	0.98337954	0.98418504	0.9863799	0.96532327	0.99271303	0.9869014	0.9790749	0.78230095	0.9773481	0.9848727	0.94398916	0.98200274	0.98895764	0.9830847	0.91208535	0.99413615	0.7837893	0.9792074	0.99822694	0.99237895	0.8910893	0.98032	0.95864177	0.95252	0.9915533	0.9905002	0.9718379	0.97569454	0.83433545	0.98469496	0.98641825	0.97391605	0.99020076	0.9923229	0.9707897	0.97448355	0.0	0.82480526	0.9611418	0.95211935	0.98906475	0.97487736	0.98386264	0.9398465	0.9886134	0.97981435	0.9835717	0.888138	0.98791844	0.96948916	0.9857555	0.99573463	0.867872	0.9888353	0.9897229	0.94272506	0.79402065	0.9905087	0.9882554	0.9781919	0.97246665	0.93815845	0.98708946	0.89465153	0.9956136	0.99107444	0.9748642	0.9866213	0.9760789	0.95274305	0.9820344	0.98161733	0.9543342	0.9794649	0.98302776	0.9660113	0.9737093	0.94819725	0.96962726	0.9864762	0.9859184	0.990775	0.96814126	0.9731876	0.99732304	0.98249197	0.978124	0.95954674	0.9914245	0.8847691	0.98850065	0.9983566	0.7996321	0.98868746	0.96070004	0.9950778	0.97086066	0.99704725	0.9681994	0.9952319	0.99254864	0.9871531	0.98383677	0.9753314	0.9845285	0.8801497	0.9776636
wil/verb	0.7767704	0.865759	0.95441836	0.937569	0.63723063	0.61896193	0.92656904	0.49847376	0.69844246	0.95808387	0.70769083	0.8537795	0.9072587	0.94639975	0.77898884	0.8597531	0.62293434	0.8022458	0.6574412	0.83868116	0.7204635	0.8345118	0.8569322	0.67172444	0.8408109	0.8142233	0.668589	0.73374504	0.81636643	0.91578275	0.7922925	0.8988617	0.80590963	0.5905601	0.78623503	0.7890159	0.885106	0.71498805	0.8226288	0.91507876	0.60762995	0.83905685	0.6861128	0.966774	0.7801427	0.9278789	0.6996289	0.7230737	0.78261954	0.68586683	0.6468773	0.890579	0.76375806	0.7498779	0.40451425	0.81625664	0.88047487	0.73220444	0.88403803	0.87824255	0.78010076	0.6370322	0.793292	0.71487224	0.8640934	0.8545644	0.8135707	0.7318276	0.5633794	0.87164843	0.9646608	0.642715	0.8853912	0.68348503	0.89485085	0.8672546	0.89679575	0.79314506	0.9269165	0.916398	0.94738406	0.7055147	0.8185372	0.9018914	0.5059897	0.55649275	0.8777926	0.45647115	0.78950506	0.9197024	0.7754872	0.79333204	0.7353233	0.670303	0.9330555	0.7982262	0.8851344	0.8503035	0.79677856	0.6949544	0.922209	0.6897644	0.7717395	0.80916655	0.8135643	0.9376578	0.95424527	0.94201624	0.8528566	0.5450233	0.73722315	0.8025297	0.6893674	0.7924705	0.73819673	0.7483613	0.61861527	0.9598509	0.9099733	0.8625789	0.72549397	0.9085869	0.9357453	0.7305316	0.67501366	0.79230356	0.612034	0.93574566	0.71682155	0.7958533	0.6821871	0.82480526	0.0	0.94567454	0.67757916	0.69640553	0.77777755	0.8005669	0.8898218	0.69860476	0.5471845	0.7122736	0.8595699	0.8276631	0.95245576	0.9264637	0.9503933	0.89045775	0.74474454	0.96731675	0.92793936	0.8581267	0.71410674	0.78983396	0.69410104	0.6122987	0.9455829	0.8015533	0.96065605	0.84073794	0.8139158	0.8027222	0.7315173	0.89224565	0.76763576	0.74436176	0.8164873	0.91758317	0.6531371	0.7745057	0.7050382	0.38954437	0.9476784	0.76213247	0.8623989	0.94936574	0.840472	0.714404	0.59826565	0.68727934	0.6145966	0.92582196	0.94916624	0.8928673	0.764425	0.90469587	0.8169628	0.9216624	0.7860865	0.9372114	0.69150245	0.80769247	0.7845876	0.7137742	0.9555581	0.954662	0.77777374	0.76697296	0.5740837	0.94228095	0.9045926	0.79904616
dankbaar/adj	0.8927659	0.9498058	0.84233105	0.87592566	0.9381553	0.87834615	0.96379006	0.7218287	0.94145244	0.9220955	0.7389706	0.93780583	0.85909104	0.8727378	0.9050219	0.870703	0.98162216	0.9111131	0.7931895	0.9969645	0.8790233	0.90690404	0.9741931	0.7713209	0.865607	0.6956965	0.95074886	0.97403735	0.9407517	0.79372954	0.9368328	0.7982082	0.9966867	0.780807	0.9430554	0.93825126	0.8557028	0.82696295	0.7941798	0.8734213	0.95371556	0.90504193	0.92996806	0.8236671	0.95695853	0.76563275	0.97162443	0.92201954	0.8782012	0.97964793	0.94541806	0.9357438	0.9183427	0.90837425	0.8819301	0.9007803	0.8131228	0.96953607	0.96546584	0.8945125	0.9131984	0.95747894	0.95880425	0.9660386	0.7947532	0.9922983	0.9353234	0.97902423	0.88887554	0.95035213	0.953882	0.9432932	0.9205816	0.9922774	0.9280085	0.9238629	0.9315469	0.81360054	0.982731	0.8594531	0.81603515	0.97766966	0.9097026	0.7166568	0.8603569	0.8723084	0.97550213	0.91547835	0.9661627	0.965311	0.7630123	0.94633543	0.98579586	0.8885973	0.8848199	0.88420105	0.86992586	0.8127761	0.8951657	0.90800554	0.8429885	0.8895178	0.96814424	0.79417455	0.9783146	0.8374658	0.9383169	0.942931	0.95797366	0.9954387	0.91567	0.9480701	0.92923874	0.9650091	0.96681106	0.88885987	0.92700505	0.7480906	0.90904	0.8880366	0.9697763	0.8899061	0.97639585	0.92078805	0.8234273	0.97278714	0.98787975	0.7125443	0.8686508	0.9383119	0.85379785	0.9611418	0.94567454	0.0	0.90977055	0.98696357	0.941408	0.9737133	0.8580642	0.9137341	0.9165603	0.90695626	0.86408013	0.97433674	0.8342377	0.893315	0.8802657	0.8678669	0.9646236	0.76875055	0.79637694	0.7485574	0.96673733	0.9477307	0.9950012	0.94849575	0.8778683	0.87372077	0.81512326	0.90422183	0.9605223	0.95755875	0.94368845	0.9797873	0.8580661	0.98902553	0.90283537	0.98626703	0.900424	0.85998565	0.9798734	0.8900958	0.90042686	0.80381596	0.9009946	0.9003801	0.9656931	0.8490578	0.9626105	0.8798573	0.9535801	0.83348805	0.8182137	0.98385864	0.96911925	0.6276504	0.9178115	0.78783655	0.8773934	0.8169872	0.925614	0.8646625	0.9946237	0.9337923	0.95365787	0.89826113	0.8118019	0.9928434	0.871156	0.8050432	0.82938427	0.9756379
groen/adj	0.7131953	0.7934022	0.83957064	0.77151656	0.8146329	0.86082286	0.90590596	0.8669042	0.8132682	0.78821135	0.8990088	0.9129141	0.95644754	0.88630944	0.75113845	0.9428101	0.68266135	0.9075529	0.74106824	0.87951416	0.9072678	0.81446636	0.8387486	0.894547	0.78346205	0.79776627	0.8849481	0.95867896	0.84318244	0.80343354	0.7654607	0.71832466	0.8773211	0.8726357	0.967656	0.5929289	0.7700279	0.8169887	0.7865653	0.60751224	0.82130075	0.8417307	0.8109919	0.9636593	0.9202281	0.7868604	0.8538003	0.8287187	0.8950909	0.7159579	0.85325193	0.89457464	0.73881805	0.84404016	0.86507887	0.85182995	0.68375957	0.8802553	0.93854713	0.69224894	0.8801075	0.84316665	0.8855711	0.88919306	0.8715933	0.9342306	0.88871557	0.90181965	0.7363926	0.9161035	0.86777794	0.8053863	0.8123749	0.77211225	0.9821853	0.9154924	0.6929599	0.66124886	0.79369307	0.72767466	0.8517887	0.86176646	0.839858	0.70690084	0.8192173	0.86933225	0.90067565	0.86034477	0.9159404	0.90419424	0.8587526	0.9363188	0.8520318	0.8374863	0.79709667	0.807376	0.84773475	0.8751318	0.8397888	0.8430472	0.7343674	0.74778444	0.8464067	0.9126544	0.8896213	0.82772356	0.87764114	0.88063157	0.89267033	0.700783	0.72934234	0.5966798	0.832995	0.90687513	0.90727997	0.8205289	0.81559587	0.89706284	0.76561475	0.9002975	0.89470685	0.8834772	0.98084587	0.82919157	0.7921574	0.9658389	0.72915435	0.8136815	0.6467117	0.9586847	0.8412273	0.95211935	0.67757916	0.90977055	0.0	0.88377583	0.90853906	0.9165276	0.83457094	0.71364385	0.8525252	0.84093565	0.93825746	0.81150717	0.8340922	0.9880307	0.9219331	0.9280657	0.85879576	0.8466095	0.7814345	0.8751449	0.906341	0.95820856	0.8226798	0.69406056	0.9022836	0.88569707	0.79874474	0.9467491	0.82386565	0.8870724	0.9025661	0.9496504	0.85586226	0.79376763	0.90243345	0.9185779	0.8125677	0.7902895	0.9202978	0.78264284	0.7988227	0.90626425	0.79990333	0.93768305	0.90397024	0.9105763	0.7429712	0.9104663	0.84462404	0.7775722	0.94881815	0.9362664	0.8509538	0.88831455	0.8352007	0.92664695	0.9165985	0.86301243	0.83753955	0.8233236	0.8325264	0.9429538	0.9900551	0.80664396	0.7368437	0.8821611	0.74264944	0.9559902	0.9391422	0.8706195
inkomst_belasting/noun	0.9586659	0.81565565	0.96917176	0.8939906	0.4911275	0.5549103	0.87134194	0.69072676	0.8012887	0.97844404	0.74464065	0.98732454	0.96505487	0.95458865	0.60588306	0.89556265	0.769121	0.7374898	0.7580517	0.748579	0.5649601	0.9411112	0.9070045	0.7460605	0.94109136	0.87522775	0.57728505	0.5017398	0.6502553	0.91383725	0.8247886	0.928936	0.83761954	0.812014	0.92424655	0.96263146	0.88453627	0.7325686	0.79360884	0.97761345	0.1907121	0.80806977	0.8272535	0.9363343	0.37921256	0.9644869	0.66390765	0.7470187	0.8273309	0.9594613	0.46194106	0.8755461	0.88479203	0.7605254	0.60845864	0.8925038	0.9531092	0.81674933	0.98307157	0.87338185	0.8998174	0.33841884	0.7789357	0.6893134	0.875966	0.55008316	0.54128814	0.57372904	0.47980452	0.9640921	0.93281734	0.5891453	0.9440917	0.85512054	0.892946	0.44594365	0.86641705	0.8688373	0.96299285	0.9582848	0.98643154	0.5863986	0.73421097	0.99009305	0.73529077	0.69186795	0.89507145	0.5743694	0.8464145	0.9435854	0.94668037	0.32872283	0.33712935	0.61145216	0.9413271	0.89291507	0.91671145	0.7480316	0.6744492	0.28186822	0.89419156	0.4383595	0.88875246	0.87083876	0.9709528	0.94133425	0.8783457	0.9743445	0.45943856	0.74041355	0.6582649	0.80054057	0.7413068	0.37493765	0.4487241	0.8128701	0.7574913	0.96874815	0.95713526	0.7683039	0.80474186	0.8702835	0.84942126	0.5887923	0.61893606	0.5416356	0.8635892	0.9727185	0.76939595	0.9594074	0.92196167	0.98906475	0.69640553	0.98696357	0.88377583	0.0	0.8783839	0.5816288	0.96563685	0.9075741	0.8164457	0.806323	0.97991145	0.6263422	0.94747406	0.7902294	0.9230551	0.97083765	0.33705324	0.91862214	0.94440156	0.9355572	0.61315024	0.7380041	0.6572129	0.60144556	0.96378666	0.7899569	0.97584105	0.89510137	0.4005283	0.21216214	0.90478605	0.7058188	0.89426076	0.6451223	0.82062614	0.7283206	0.6120181	0.77006984	0.78998834	0.72282505	0.96334535	0.96466416	0.804057	0.98818785	0.88644856	0.8761227	0.73311543	0.56825197	0.7484274	0.8006264	0.978006	0.41688204	0.6092559	0.91705877	0.79492325	0.94414777	0.9196389	0.96645206	0.79190093	0.9792138	0.53528374	0.8305899	0.906257	0.96396744	0.92434734	0.5563288	0.60903794	0.8238517	0.96546847	0.45944494
promotie/noun	0.96173686	0.93848115	0.9722269	0.9076605	0.7635603	0.7951214	0.8256929	0.80926955	0.8402134	0.96224856	0.759814	0.8989881	0.91284496	0.95031667	0.86220354	0.9483033	0.8072532	0.86375153	0.7822761	0.9623614	0.7722497	0.8591064	0.83267355	0.7973763	0.89312905	0.76390094	0.7427934	0.80889213	0.7177625	0.9263668	0.878997	0.95302993	0.8522968	0.78223413	0.7901431	0.9607758	0.89954495	0.7832861	0.87035155	0.9531077	0.7525505	0.8895538	0.71472466	0.95885205	0.7061717	0.8701342	0.8324101	0.94338536	0.86987853	0.78343487	0.67896366	0.7584786	0.8666674	0.8518857	0.72378707	0.94860834	0.9650306	0.85485643	0.6987128	0.8713584	0.8649218	0.81525576	0.8712127	0.79956913	0.80546296	0.7871169	0.78205013	0.7978262	0.75419253	0.870716	0.87276703	0.7029144	0.9696677	0.87295336	0.6863985	0.8180307	0.9066773	0.8636589	0.96026087	0.9626366	0.9885124	0.8884807	0.7549142	0.94794196	0.6596734	0.621706	0.93946475	0.74412155	0.85186887	0.92676735	0.6888504	0.87803835	0.8431011	0.66281044	0.9643255	0.8583934	0.92382795	0.72026527	0.54086846	0.7809449	0.9445419	0.8580477	0.9016534	0.7973178	0.86919576	0.93873143	0.9464658	0.98347974	0.9158833	0.7966301	0.8433001	0.79658425	0.8020055	0.80720216	0.8669794	0.7560742	0.6900313	0.9348045	0.9531037	0.8630217	0.76667446	0.8993325	0.9271529	0.8430288	0.7651287	0.74681294	0.7475722	0.94212055	0.91573524	0.877212	0.79842347	0.97487736	0.77777755	0.941408	0.90853906	0.8783839	0.0	0.6183139	0.9713955	0.92335933	0.97499293	0.7793852	0.9234271	0.9463547	0.9815348	0.9510175	0.9585381	0.92032087	0.9183158	0.9179806	0.95206624	0.91717964	0.6927707	0.9282734	0.7893634	0.7375027	0.9722796	0.77442825	0.96646684	0.8453553	0.8791651	0.8748965	0.9184889	0.8418755	0.94315654	0.7776956	0.86125046	0.8014823	0.7799505	0.8638082	0.8967925	0.78604203	0.9457532	0.90587944	0.8608411	0.90088975	0.92624223	0.8498244	0.6889633	0.69225717	0.7508118	0.9410445	0.90400493	0.9066864	0.9773867	0.98354036	0.9178682	0.9549959	0.89535934	0.9506832	0.81014454	0.97720224	0.95559835	0.8215872	0.98269945	0.97439677	0.959268	0.9427	0.8531451	0.92442703	0.9502723	0.8432847
