	schielijk/adj	Arafat/name	regel/noun	mogelijk/adj	inmiddels/adv	na/prep	stem/noun	dit/det	dan/adv	beslissing/noun	afgelopen/adj	rechtbank/noun	regering/noun	ijlings/adv	stelling/noun	ontslag/noun	gisteren/adv	beschuldiging/noun	hoewel/comp	of/vg	Bill/name	alles/noun	stellingname/noun	Bush/name	wetswijziging/noun	veiligheidsmaatregel/noun	desnoods/adv	noch/vg	mening/noun	getuigenis/noun	woord/noun	ook/adv	schoon_vader/noun	passage/noun	om/comp	Leterme/name	altijd/adv	al/adv	bezwaar/noun	overigens/adv	verbod/noun	staking/noun	boycot/noun	EADS/name	Lagos/name	echter/adv	vervolgens/adv	wegens/prep	die/det	uitspraak/noun	vonnis/noun	zij/pron	nu/adv	Hof/name	zondag_avond/noun	daarna/pp	Europees/name	bestuur_accoord/noun	Blatter/name	brief/noun	Fortuyn/name	weekeinde/noun	veroordeling/noun	definitief/adj	publiekelijk/adj	plots/adj	hof/noun	snel/adj	daarna/adv	uitdrukkelijk/adj	overname/noun	maar/vg	bevel/noun	woordvoerder/noun	uitslag/noun	oordeel/noun	mededeling/noun	Volkscongres/name	doodvonnis/noun	braaf/adj	om/prep	laat/adj	woensdag/noun	in_vrijheid_stelling/noun	jaar_cijfer/noun	ze/pron	nooit/adv	niet/adv	nadat/comp	regeling/noun	decreet/noun	maandag/noun	weer/adv	Ray/name	vergissing/noun	daarmee/pp	toekenning/noun	vandaag/adv	maatregel/noun	wet/noun	half/adj	omdat/comp	uitgeweken/adj	verhaal/noun	dus/adv	het/det	min/adv	bewering/noun	verdachte/noun	afspraak/noun	Hooggerechtshof/name	intussen/adv	probatie_uitstel/noun	Groen/name	duur_voort/adj	Europese/name	afschaffing/noun	door/prep	besluit/noun	Roe/name	Wahid/name	Lodewijk/name	onder/adv	getuige/noun	al/comp	inderdaad/adv	dat/det	zaterdag/noun	steeds/adv	kamer/noun	minister/noun	formeel/adj	verklaring/noun	bekentenis/noun	aantijging/noun	toen/comp	belofte/noun	geleden/adj	federatie/noun	hij/pron	eerste/num	nieuws/noun	scheidsrechter/noun	NIOD/name	aankoop/noun	capitulatie/noun	dinsdag/noun	dag/noun	bron/noun	plan/noun	schorsing/noun	benoeming/noun	stap/adv	invoering/noun	refs/noun	week/noun	maal/noun	standpunt/noun	zolang/comp	Dierckxsens/name	eventueel/adj	arrest/noun	A./name	patent/noun	richtlijn/noun	onmiddellijk/adj	amnestie_wet/noun	bond/noun	deels/adv	overtuiging/noun	haastig/adj	fatwa/noun	waarschuwing/noun
NIOD/name	0.8308516	0.73092	0.904951	0.91644883	0.76749796	0.8834117	0.97645813	0.8252236	0.94593865	0.8368241	0.8471446	0.7968232	0.68905246	0.73498774	0.8436034	0.8337212	0.7736449	0.7458165	0.701396	0.9313998	0.8458612	0.9562336	0.8469563	0.7077711	0.8165692	0.82557356	0.90428615	0.5932685	0.8954676	0.75320584	0.7901764	0.81673586	0.8740956	0.5901092	0.8228382	0.75098467	0.8313099	0.8548315	0.7836934	0.5818938	0.9016861	0.88819814	0.86753774	0.9134187	0.917732	0.713124	0.804747	0.91195077	0.65481937	0.8500986	0.7969188	0.7162348	0.8950416	0.81856537	0.8928565	0.92178345	0.8648983	0.8826617	0.7496711	0.5700737	0.77390605	0.8695551	0.9083337	0.7173275	0.6553713	0.90864074	0.7041267	0.8734514	0.881617	0.7981223	0.8442415	0.906367	0.90627635	0.6749983	0.83684313	0.6080235	0.63146186	0.78317046	0.79429823	0.9307849	0.885496	0.81269395	0.77103484	0.9012809	0.7687848	0.8540798	0.81325436	0.83183384	0.8063024	0.86775976	0.8820555	0.8273616	0.89054143	0.9503077	0.84819317	0.7205622	0.7736721	0.8331023	0.8646989	0.90253097	0.94084233	0.83822775	0.92281985	0.6928499	0.95090145	0.74977136	0.7766033	0.5217086	0.82065004	0.9314063	0.75922996	0.93191415	0.9417007	0.81868297	0.73527205	0.808328	0.9028693	0.77867985	0.74827075	0.98614883	0.78188443	0.8760804	0.9001269	0.78603566	0.7807831	0.89748776	0.7813964	0.86655724	0.7924779	0.9771673	0.7079764	0.6795175	0.76915896	0.9100622	0.6039814	0.9372535	0.93729633	0.9187652	0.86122376	0.74409455	0.8972552	0.82887137	0.82602954	0.0	0.87834513	0.8906943	0.81869644	0.86841327	0.5177885	0.86039406	0.9047718	0.85654855	0.96475047	0.9218006	0.8650695	0.7902701	0.90326685	0.7844075	0.875049	0.9065908	0.84752524	0.8182725	0.89527816	0.86073315	0.88825023	0.8924816	0.8892559	0.78458595	0.665443	0.90700054	0.6999825	0.9486991	0.8646326
aankoop/noun	0.941809	0.861544	0.923775	0.7701608	0.90623343	0.85264015	0.91142535	0.8900059	0.85006404	0.61171746	0.98532605	0.8546005	0.82751256	0.90887666	0.9390519	0.6757207	0.80445015	0.85364187	0.87473094	0.6999792	0.95345587	0.9116638	0.77215624	0.8842732	0.7249296	0.776819	0.8566643	0.9238768	0.9318195	0.8757932	0.96543354	0.90271664	0.81057113	0.9434571	0.6917252	0.9590931	0.9692981	0.94666356	0.70750225	0.8896517	0.694387	0.8205948	0.7979581	0.5685828	0.98571163	0.8205259	0.87495565	0.88469386	0.8930807	0.7890291	0.7757381	0.89547974	0.8450986	0.8682238	0.91776556	0.7857674	0.83177537	0.83172905	0.95255506	0.9361892	0.92918736	0.8917196	0.6954994	0.7835314	0.92742276	0.9227054	0.8593527	0.78769433	0.7291937	0.89975417	0.26656568	0.9466293	0.88921255	0.9325625	0.7825291	0.70978355	0.8224608	0.89494157	0.80505717	0.9651244	0.943137	0.88071215	0.93231064	0.7224672	0.79552287	0.9436008	0.94786847	0.9362881	0.8330077	0.7047223	0.8602725	0.8583112	0.93068635	0.929212	0.88666743	0.77023935	0.63046503	0.7906915	0.6824851	0.8806097	0.93052536	0.8298666	0.95938456	0.9516906	0.93817806	0.8680522	0.9015283	0.8552576	0.9037395	0.78999203	0.84001696	0.81486946	0.739478	0.8235245	0.913742	0.79537857	0.66079116	0.68635416	0.61959314	0.8328215	0.9117186	0.9813941	0.73367345	0.81730115	0.91713697	0.82539034	0.8934555	0.97847724	0.95309734	0.9151192	0.8940005	0.8649314	0.7672524	0.91480947	0.9473057	0.90293497	0.92363435	0.9664723	0.78511477	0.9492199	0.9160027	0.9229936	0.8647618	0.87834513	0.0	0.8059106	0.92214394	0.9351647	0.93850267	0.7336232	0.69341946	0.5797031	0.97299254	0.6959398	0.8993354	0.8544646	0.97234815	0.8269841	0.81345975	0.96181023	0.7100301	0.7904777	0.98058003	0.8942192	0.825985	0.90302765	0.8564533	0.9034743	0.68289876	0.9385995	0.8183434	0.9226165	0.81682616
capitulatie/noun	0.84713656	0.80129266	0.8114338	0.91808736	0.8878387	0.8360152	0.88412064	0.892785	0.8828254	0.74249655	0.9004849	0.92842245	0.7278602	0.7578188	0.948534	0.7554925	0.8221593	0.88556623	0.88292193	0.8040703	0.879991	0.9286038	0.8809116	0.80533695	0.8488939	0.8705477	0.64792645	0.73210245	0.95070994	0.92294145	0.8832035	0.93540347	0.8993433	0.8994458	0.8564515	0.93294823	0.97074425	0.8873724	0.88949454	0.911602	0.8236288	0.8219689	0.8812279	0.96988136	0.9456918	0.79579866	0.9491636	0.8849635	0.8743479	0.6941439	0.7288368	0.83903056	0.8054832	0.9348476	0.8694984	0.87125486	0.93745327	0.8620727	0.934739	0.88955945	0.8150519	0.8741402	0.72903234	0.9033836	0.92591226	0.9045881	0.9028811	0.90977234	0.8755003	0.8697647	0.7821626	0.9438759	0.9039285	0.8967649	0.8098382	0.86893696	0.820191	0.8276375	0.49223632	0.96267587	0.89874834	0.829184	0.93906206	0.85926765	0.75272036	0.8858282	0.8344995	0.9263518	0.8331767	0.76649517	0.5386944	0.86095124	0.8304688	0.9893571	0.8888104	0.8877927	0.7628421	0.84033084	0.80553454	0.8215718	0.7958894	0.8200315	0.8649968	0.9586003	0.96428144	0.89293003	0.89588594	0.8359707	0.92873394	0.8808581	0.8635845	0.94375575	0.95852745	0.8869397	0.95837784	0.91000783	0.7493081	0.82073647	0.6415419	0.99335295	0.8256521	0.9928957	0.9233796	0.9082139	0.973983	0.9475466	0.898606	0.9675572	0.9650071	0.9777641	0.8348088	0.83220476	0.8678285	0.86589134	0.875807	0.7799405	0.71150255	0.83874094	0.84782314	0.79119784	0.81012976	0.82614875	0.8965298	0.8906943	0.8059106	0.0	0.9161864	0.80775493	0.9398063	0.6453644	0.81509763	0.78737324	0.9770062	0.7328009	0.9407421	0.7999828	0.9351803	0.7734204	0.82422364	0.94613457	0.8789059	0.89073664	0.9834395	0.9592636	0.7442683	0.78543645	0.88871896	0.90013695	0.9613501	0.9530579	0.89172316	0.8009613	0.8555872
dinsdag/noun	0.73262364	0.80764246	0.9339023	0.8997945	0.86405814	0.7500441	0.8483987	0.8816763	0.9695536	0.7165389	0.4734553	0.5823785	0.73671865	0.8733407	0.88590854	0.6692445	0.51260984	0.7764605	0.7864845	0.9489301	0.8500777	0.97542477	0.8152239	0.72010624	0.8553978	0.8015871	0.737947	0.8217294	0.8878104	0.8521475	0.9479838	0.9848756	0.9507177	0.8538616	0.88852817	0.7867328	0.9795527	0.8461575	0.78124934	0.8292887	0.75231755	0.5520761	0.84655744	0.84095085	0.81537724	0.75550914	0.89560306	0.71111286	0.91164136	0.59807265	0.6164768	0.8500474	0.91728985	0.6737504	0.6641556	0.91560775	0.7457036	0.94697094	0.79685926	0.7602456	0.89248204	0.6568235	0.6732886	0.6565567	0.84694624	0.88825893	0.6689522	0.9583644	0.9356417	0.7816943	0.80023694	0.96996146	0.71373725	0.77910733	0.577868	0.71370095	0.67352736	0.66335654	0.7587351	0.94644547	0.5197489	0.8264314	0.18215358	0.8295751	0.47930282	0.9234477	0.96214944	0.9575499	0.47945535	0.90033317	0.8267652	0.20235908	0.87006456	0.9555419	0.8917668	0.75864685	0.9150877	0.3268103	0.87805057	0.87892574	0.8266196	0.7874537	0.83044326	0.98583853	0.95542425	0.6968212	0.78972465	0.8664543	0.7560807	0.8233308	0.5738157	0.86095434	0.8580164	0.9251285	0.8647871	0.7366854	0.9072957	0.7491745	0.67296517	0.8229045	0.6456349	0.9077366	0.93404377	0.78852797	0.9666212	0.87559634	0.9226089	0.32973754	0.911034	0.82719874	0.7493694	0.6977643	0.78457564	0.7978648	0.85465086	0.7514651	0.8118463	0.79516506	0.7844857	0.842646	0.75804555	0.721632	0.7745886	0.81869644	0.92214394	0.9161864	0.0	0.6149386	0.8897838	0.89357847	0.7661327	0.77031183	0.9791563	0.88696605	0.894796	0.3968711	0.78741693	0.8092407	0.8235991	0.8612684	0.84303236	0.7000646	0.8435792	0.9160924	0.83281666	0.7508954	0.7825202	0.7103617	0.9348369	0.94864976	0.91311044	0.846364	0.76196134
dag/noun	0.68049586	0.87118614	0.95323133	0.9379006	0.8837236	0.6408766	0.87759745	0.8510649	0.8632441	0.85548437	0.6900852	0.8059269	0.83825445	0.9020988	0.91842633	0.6862282	0.7790879	0.9200721	0.8526236	0.8814413	0.93814147	0.9439951	0.9498979	0.7884413	0.8995396	0.8218752	0.87086904	0.8958532	0.92447513	0.9265208	0.8397359	0.93086314	0.9385769	0.92114925	0.93324775	0.90679425	0.9322581	0.64031434	0.8967454	0.84976	0.93258524	0.63724387	0.8718411	0.9226003	0.82132983	0.8948923	0.8555821	0.84349525	0.9287149	0.8694841	0.8685054	0.8466894	0.8712426	0.8995201	0.6133455	0.7915826	0.8998923	0.9428826	0.89431703	0.797727	0.85303843	0.5474943	0.895145	0.7584906	0.82810813	0.76314646	0.88225967	0.85525125	0.89662796	0.9067127	0.8270945	0.91378915	0.89120567	0.9292514	0.7856697	0.9187958	0.7635586	0.7827742	0.8863813	0.93323183	0.87333536	0.6576421	0.6160631	0.89519864	0.67534494	0.8178047	0.94220334	0.9652193	0.63659436	0.9624845	0.8300059	0.6011007	0.74112076	0.9834202	0.9410941	0.9147177	0.918191	0.6974554	0.8772363	0.9548638	0.4028548	0.8886513	0.9031408	0.9815985	0.8361439	0.85713583	0.9189272	0.9373427	0.8947526	0.88367814	0.812986	0.8886302	0.96709466	0.9375548	0.7996672	0.90929896	0.9490703	0.8623786	0.8595522	0.98878825	0.76423395	0.9676105	0.9881379	0.88933253	0.9406895	0.9327792	0.8846716	0.61372304	0.8359274	0.96435666	0.85863364	0.8955661	0.8806914	0.80446744	0.8937235	0.6179574	0.89288783	0.6496068	0.9344298	0.7220938	0.6364108	0.5890324	0.8411335	0.86841327	0.9351647	0.80775493	0.6149386	0.0	0.931067	0.9383873	0.8097988	0.85962474	0.97095335	0.91064477	0.8618413	0.30442864	0.55046624	0.9465625	0.9231618	0.92746365	0.88075185	0.9263255	0.93082833	0.93037385	0.9643896	0.7881715	0.8956045	0.7770053	0.96630526	0.9253876	0.87374437	0.7958496	0.73626065
bron/noun	0.9117095	0.6874231	0.8719824	0.81839734	0.7207342	0.864044	0.9683159	0.8145991	0.9700962	0.78922766	0.8811977	0.80756503	0.6576916	0.7735756	0.7135493	0.79645723	0.6359011	0.5831684	0.63417214	0.9707366	0.8278271	0.8856524	0.868974	0.70650125	0.7006177	0.861056	0.85821116	0.6109426	0.8826822	0.51869583	0.8050973	0.85665214	0.81624645	0.6510998	0.84192365	0.75804186	0.82956314	0.89303297	0.72490007	0.5551161	0.8194756	0.93070024	0.8325214	0.92853725	0.90432364	0.59156394	0.8897439	0.7769907	0.6610281	0.7857219	0.8579401	0.74610865	0.9300342	0.9016534	0.9001516	0.9496172	0.84180397	0.9750304	0.781724	0.61562943	0.8437629	0.89076567	0.8124877	0.87757075	0.6882729	0.91624755	0.7575917	0.81847316	0.9463337	0.72755456	0.8211168	0.8981824	0.79968846	0.60939777	0.9322909	0.7191597	0.6809253	0.8670549	0.81780696	0.96034956	0.9501035	0.85453737	0.8459155	0.92315316	0.8863649	0.8996584	0.7982233	0.81673175	0.81399024	0.8718609	0.85755676	0.88159585	0.9013822	0.9208395	0.8410999	0.70648074	0.69614255	0.7885873	0.791195	0.855023	0.99723417	0.78212184	0.9410516	0.6403205	0.8223386	0.73651516	0.79016316	0.4076426	0.751217	0.9129381	0.82564646	0.78297865	0.97369814	0.87893087	0.6435243	0.8516282	0.92882335	0.69399506	0.7168798	1.0	0.7460839	0.8511952	0.80433077	0.6261242	0.82409465	0.8249278	0.82536083	0.9951569	0.6965314	0.92744315	0.7227698	0.63362205	0.66324246	0.8019161	0.5205779	0.9097091	0.8506943	0.9875914	0.87600887	0.77465606	0.9620123	0.6686758	0.9731573	0.5177885	0.93850267	0.9398063	0.8897838	0.931067	0.0	0.845518	0.94627064	0.77534014	0.9557795	0.90324503	0.9710666	0.8927235	0.9487739	0.74329793	0.7955207	0.9747089	0.884522	0.7455807	0.83905286	0.8119216	0.77210236	0.83675337	0.93408096	0.8801637	0.70088506	0.88023156	0.79701287	0.98973167	0.7339461
plan/noun	0.9439944	0.7562513	0.77622604	0.69734526	0.73178804	0.8000238	0.71361554	0.83579564	0.8519664	0.5047626	0.90190583	0.89532864	0.66218126	0.8255886	0.6768781	0.65444314	0.6748685	0.76034874	0.76677954	0.8756395	0.8599283	0.71685696	0.7760836	0.73972803	0.5833607	0.7554151	0.7347026	0.7692908	0.8328396	0.8388648	0.7431405	0.83615434	0.8973845	0.9143994	0.7212405	0.8522297	0.88542944	0.850917	0.5928716	0.76139736	0.58530474	0.7844394	0.8062169	0.8167468	0.91948426	0.6225952	0.7501422	0.83551896	0.88696027	0.66353476	0.790165	0.76255506	0.7115264	0.86066276	0.86056536	0.717203	0.79571664	0.77536666	0.73345745	0.62669194	0.86237127	0.70902467	0.81258464	0.818492	0.70676076	0.8441225	0.8288728	0.778841	0.6668248	0.72967994	0.6914295	0.831652	0.76538205	0.631454	0.7562557	0.7276182	0.69000447	0.8391744	0.7107699	0.9631006	0.87704	0.9021859	0.86355823	0.81166077	0.78965825	0.876601	0.8698575	0.83176243	0.74106145	0.49435687	0.57975936	0.7973803	0.80312276	0.9866921	0.84914434	0.65137684	0.73995996	0.7614546	0.38249063	0.67926717	0.95231724	0.72746634	0.76465136	0.8698498	0.8388272	0.8890181	0.8180148	0.78326315	0.9257946	0.63811684	0.79430884	0.71605456	0.92296124	0.75701237	0.84679306	0.7794348	0.72698975	0.7097941	0.4308775	1.0	0.81279004	0.9615819	0.7725261	0.9175445	0.8888266	0.81071657	0.86168736	0.9914153	0.84533364	0.9254117	0.7367487	0.711028	0.7255384	0.92720747	0.6768494	0.8244632	0.65106493	0.889987	0.7277565	0.839708	0.8898543	0.81028736	0.8509604	0.86039406	0.7336232	0.6453644	0.89357847	0.9383873	0.845518	0.0	0.8143409	0.5387788	0.7837878	0.71004367	0.7959248	0.84308136	0.9163272	0.5258558	0.61417854	0.94572353	0.7202562	0.8154704	0.9540067	0.8262899	0.6353165	0.78871095	0.9269504	0.5962306	0.86564255	0.91234887	0.78686804	0.9501283	0.7210971
schorsing/noun	0.77453434	0.80514693	0.90162563	0.8086076	0.8348864	0.67594	0.9454208	0.8870944	0.85806775	0.6675267	0.8608517	0.73738915	0.7572893	0.87442285	0.86799026	0.48381525	0.6531858	0.6662731	0.8883172	0.84725875	0.9382629	0.93290377	0.8330564	0.8471483	0.7608038	0.6764622	0.8323575	0.8947519	0.9488499	0.865905	0.9532683	0.92799246	0.86893636	0.8751747	0.82480824	0.8925562	0.94353795	0.8536543	0.7086559	0.89796525	0.7163272	0.59081316	0.6175976	0.86443156	0.9606312	0.7520482	0.89428294	0.69280016	0.87858635	0.73252416	0.7374119	0.88679004	0.8496235	0.81590587	0.81505305	0.7981814	0.83507997	0.9072573	0.7504045	0.8006566	0.91273487	0.8467072	0.59426355	0.7420229	0.8288608	0.8211806	0.76548463	0.866788	0.74796426	0.81309086	0.7114829	0.90999615	0.8407086	0.83517367	0.805712	0.77008164	0.75857794	0.7517701	0.73684746	0.9829497	0.93574756	0.79101187	0.7969688	0.7300323	0.81521547	0.9133478	0.9483461	0.8804537	0.67280555	0.8007782	0.8220316	0.780339	0.8724586	0.9599492	0.81647986	0.84128785	0.74750227	0.7968935	0.7242861	0.9013457	0.83594924	0.79178786	0.966853	0.9625398	0.928939	0.86884886	0.9072098	0.9207052	0.8277024	0.756683	0.74183184	0.89991224	0.7696115	0.92093086	0.84505904	0.8025885	0.7408803	0.785131	0.6849099	0.88854635	0.69764173	0.94127035	0.8116566	0.84209657	0.95098704	0.95054644	0.89750624	0.9282227	0.90291435	0.8757889	0.76760405	0.6945558	0.8602669	0.7423476	0.82812846	0.8301311	0.9206504	0.75566417	0.5606643	0.86935914	0.8111254	0.85369325	0.6620494	0.9047718	0.69341946	0.81509763	0.7661327	0.8097988	0.94627064	0.8143409	0.0	0.6068181	0.97639316	0.7752905	0.82089794	0.7020483	0.82390547	0.7791369	0.8217827	0.5164727	0.75975776	0.78753024	0.94104564	0.86756766	0.84580964	0.75263464	0.88648134	0.6671232	0.87012416	0.94044995	0.79976344	0.8639821	0.6248429
benoeming/noun	0.85406303	0.52788156	0.77919483	0.6894181	0.7772974	0.7251785	0.66647774	0.75659704	0.9079386	0.43781644	0.8400587	0.7504858	0.4680699	0.86256737	0.7842035	0.40878916	0.4313541	0.5840297	0.6555493	0.88507795	0.74781096	0.9694466	0.72035205	0.54892063	0.5435219	0.76214665	0.69631124	0.7403484	0.7520565	0.79195666	0.8363052	0.88842994	0.8248731	0.81217307	0.6447469	0.76151276	0.9072245	0.8893555	0.4168229	0.6458344	0.44543886	0.78716826	0.6678114	0.6005486	0.90980726	0.5175098	0.81874007	0.70720565	0.84906423	0.5548825	0.66598266	0.72446156	0.822742	0.65995383	0.79866856	0.85449046	0.6157691	0.8496048	0.7468221	0.70422566	0.8446456	0.7114392	0.63706374	0.6707747	0.6803554	0.8185166	0.6714895	0.81697214	0.8160556	0.6331626	0.57788277	0.88884294	0.61919105	0.62066805	0.666044	0.6243445	0.6417971	0.54924035	0.7095382	0.89897	0.86250365	0.8808086	0.7634424	0.7544724	0.8323457	0.9231072	0.82819206	0.8543496	0.5222819	0.5541816	0.607466	0.67046875	0.9247515	0.9408361	0.7263801	0.66185826	0.62661386	0.51023746	0.5684217	0.63936186	0.90798825	0.6955662	0.88875604	0.9907778	0.86276495	0.6299626	0.85317385	0.66841924	0.83696157	0.7182421	0.5702559	0.72529507	0.93092114	0.6987695	0.8942056	0.58456606	0.5655271	0.66100174	0.2869473	0.6834022	0.52713263	0.9035341	0.7489644	0.78153265	0.8678573	0.77286375	0.79875004	0.94203454	0.7585541	0.8648054	0.488797	0.49947333	0.5813268	0.84516674	0.66196394	0.76728696	0.7056459	0.8350369	0.63567525	0.8146759	0.87576723	0.75618815	0.80704415	0.85654855	0.5797031	0.78737324	0.77031183	0.85962474	0.77534014	0.5387788	0.6068181	0.0	0.9856982	0.61609125	0.88656473	0.6697001	0.8352638	0.53520244	0.56707615	0.91899735	0.6394822	0.63557315	0.82278156	0.7716607	0.6009094	0.74805963	0.79720783	0.67347914	0.84941447	0.88727087	0.75857455	0.9203698	0.5625677
stap/adv	0.87257195	0.9847396	0.9643692	0.92847335	0.94194955	0.97509515	0.9699651	0.9449018	0.9202081	0.9296024	0.9821079	0.9704666	0.9435035	0.8425253	0.7768083	0.94641334	0.9548031	0.97798556	0.9574518	0.9905121	0.9976171	0.5201111	0.9626266	0.9553442	0.9444827	0.9648219	0.9579473	0.96996564	0.9566066	0.97643125	0.9798036	0.97196317	0.9660257	0.9931043	0.80050635	0.96077335	0.94757533	0.9715928	0.9400853	0.9434181	0.97713536	0.9686531	0.9744816	0.99003	0.9888904	0.9335904	0.7419134	0.9823669	0.9175004	0.98611397	0.9842263	0.94789547	0.8680777	0.98607916	0.98842335	0.66111624	0.98404473	0.9712356	0.9654993	0.9514436	0.97063035	0.97141933	0.983454	0.93258405	0.9344708	0.90846604	0.9730788	0.8764989	0.77356946	0.966615	0.9774006	0.89838463	0.97994715	0.9618949	0.98861265	0.9855982	0.8752793	0.9814458	0.98059326	0.9621844	0.9712316	0.97792965	0.98426956	0.9573981	0.9868167	0.7992707	0.9537763	0.967196	0.96469325	0.97493356	0.9752141	0.976697	0.7977079	0.9958632	0.9720131	0.9489737	0.96509385	0.96740836	0.8765069	0.9754408	0.9768597	0.9373551	0.9650759	0.97807455	0.94154406	0.9832032	0.9418238	0.96669793	0.8945826	0.96224284	0.98112744	0.94602287	0.9945532	0.77761483	0.6469015	0.973561	0.9677267	0.9567881	0.95762074	0.9920424	0.9881529	0.9926523	0.9749811	0.95749235	0.9660719	0.96963197	0.907131	0.9995606	0.970039	0.9872083	0.93451726	0.95003706	0.9733005	0.9366523	0.95566577	0.96528435	0.99229926	0.99647593	0.9556521	0.8840765	0.9895106	0.96789426	0.95592904	0.96475047	0.97299254	0.9770062	0.9791563	0.97095335	0.9557795	0.7837878	0.97639316	0.9856982	0.0	0.9087299	0.96374136	0.9708969	0.9801125	0.93904626	0.9385739	0.98866594	0.9214963	0.98453265	0.9706781	0.9914935	0.964933	0.9312995	0.9971797	0.88479227	0.98361176	0.93986833	0.91184217	0.98957545	0.96197003
invoering/noun	0.9560959	0.82686603	0.41623163	0.4922747	0.75855577	0.8044616	0.917335	0.7548325	0.88917446	0.70018315	0.9594607	0.8271713	0.5157938	0.7994925	0.8749275	0.66535044	0.7473892	0.87209964	0.70273685	0.88887936	0.9242406	0.8722013	0.8810526	0.7789562	0.44413084	0.6593702	0.6469501	0.8184558	0.89555323	0.8251949	0.9729895	0.8847089	0.8825475	0.86188203	0.44897288	0.9020947	0.93750846	0.8420934	0.5486913	0.64035153	0.40369833	0.749908	0.7144748	0.9336487	0.9844858	0.5381392	0.8546984	0.7694423	0.68579847	0.8092205	0.824069	0.72928953	0.825185	0.7388811	0.8882927	0.8205317	0.69901633	0.8286142	0.9051185	0.90219176	0.89323103	0.8742099	0.7603315	0.6235821	0.85105175	0.9379684	0.73699796	0.7608187	0.79958385	0.60771084	0.59203327	0.89542294	0.8429019	0.88711673	0.86400294	0.80248743	0.8061895	0.6458403	0.8336849	0.8188341	0.78621036	0.9464834	0.8844596	0.48919874	0.92619973	0.94587594	0.9529443	0.8842949	0.7691901	0.39562082	0.54574597	0.869389	0.89290416	0.96814835	0.85325503	0.77715445	0.6580455	0.7592207	0.5211824	0.318434	0.8564043	0.60217035	0.91084254	0.9790697	0.82655203	0.74674	0.86725825	0.88931847	0.82280815	0.60780126	0.7145674	0.835829	0.8775382	0.87840027	0.82984227	0.64196944	0.27797633	0.6851079	0.48845792	0.9438943	0.70503867	0.94951874	0.64603055	0.82992446	0.94074	0.78630966	0.81651306	0.9683144	0.8713164	0.8396835	0.61528844	0.6008947	0.8355601	0.8457014	0.8854809	0.946052	0.8761529	0.9852403	0.6863907	0.9376811	0.9188441	0.93054897	0.87195134	0.9218006	0.6959398	0.7328009	0.88696605	0.91064477	0.90324503	0.71004367	0.7752905	0.61609125	0.9087299	0.0	0.89745414	0.8831508	0.979596	0.7813597	0.44570994	0.96730894	0.55601656	0.7816112	0.904901	0.7944937	0.4625402	0.70154005	0.87716216	0.6314422	0.869677	0.9636193	0.7120329	0.71692693	0.65835
refs/noun	0.85250294	0.7797955	0.85133934	0.8404812	0.87501067	0.9085349	0.75523525	0.9118334	0.82672966	0.6406059	0.9131312	0.7952065	0.82627046	0.8937209	0.88505507	0.7947101	0.7766521	0.83849347	0.8144002	0.92672616	0.9772749	0.8551916	0.84130925	0.8573285	0.9395369	0.84185386	0.8785784	0.86809605	0.6817677	0.84914577	0.8324547	0.788316	0.90290034	0.932216	0.76743424	0.94249964	0.7264952	0.86931884	0.8363832	0.8083302	0.8969906	0.52865386	0.82057923	0.91394967	0.95373744	0.6549443	0.9046096	0.8322449	0.7347509	0.901421	0.94200015	0.77755487	0.8990806	0.8836826	0.87201124	0.9395643	0.9601471	0.9074388	0.48926497	0.82214594	0.92440504	0.8382942	0.9214138	0.83896244	0.6507899	0.7343401	0.8156859	0.8273883	0.90391403	0.77341646	0.9463029	0.68191195	0.7256081	0.8048184	0.8578816	0.76833874	0.8767992	0.9006067	0.9200463	0.81134176	0.8674237	0.901182	0.8282043	0.8886884	0.9681949	0.8068986	0.7981953	0.75672597	0.7299601	0.94248354	0.92860115	0.8106393	0.882444	0.9536344	0.46601796	0.8307812	0.90866005	0.8323962	0.8715831	0.93979037	0.96682006	0.7140534	0.86725616	0.97358793	0.7999091	0.913774	0.914166	0.9533659	0.9248059	0.9032717	0.8153895	0.72650266	0.9785157	0.9735217	0.79200447	0.9226867	0.89752936	0.6993593	0.9028247	0.9570398	0.878656	0.934159	0.9616038	0.87132156	0.7731178	0.7132554	0.7350606	0.8907825	0.7950821	0.9753741	0.8626291	0.8059836	0.75051695	0.8740451	0.7703891	0.8025172	0.93800277	0.9235688	0.7968241	0.80978924	0.8947996	0.9396054	0.26489758	0.8650695	0.8993354	0.9407421	0.894796	0.8618413	0.9710666	0.7959248	0.82089794	0.88656473	0.96374136	0.89745414	0.0	0.87380093	0.9146025	0.8982682	0.8192862	0.9574185	0.8610184	0.94924194	0.9657615	0.9510736	0.90167874	0.7609526	0.89568996	0.4949854	0.8969172	0.8363389	0.772229	0.9482997	0.8580358
